cntry_code,cntry_name,market_value_residence_2003,market_value_nationality_2003,mv_difference_nat_vs_res_2003,market_value_residence_2004,market_value_nationality_2004,mv_difference_nat_vs_res_2004,market_value_residence_2005,market_value_nationality_2005,mv_difference_nat_vs_res_2005,market_value_residence_2006,market_value_nationality_2006,mv_difference_nat_vs_res_2006,market_value_residence_2007,market_value_nationality_2007,mv_difference_nat_vs_res_2007,market_value_residence_2008,market_value_nationality_2008,mv_difference_nat_vs_res_2008,market_value_residence_2009,market_value_nationality_2009,mv_difference_nat_vs_res_2009,market_value_residence_2010,market_value_nationality_2010,mv_difference_nat_vs_res_2010,market_value_residence_2011,market_value_nationality_2011,mv_difference_nat_vs_res_2011,market_value_residence_2012,market_value_nationality_2012,mv_difference_nat_vs_res_2012,market_value_residence_2013,market_value_nationality_2013,mv_difference_nat_vs_res_2013,market_value_residence_2014,market_value_nationality_2014,mv_difference_nat_vs_res_2014,market_value_residence_2015,market_value_nationality_2015,mv_difference_nat_vs_res_2015,market_value_residence_2016,market_value_nationality_2016,mv_difference_nat_vs_res_2016,market_value_residence_2017,market_value_nationality_2017,mv_difference_nat_vs_res_2017,market_value_residence_2018,market_value_nationality_2018,mv_difference_nat_vs_res_2018,market_value_residence_2019,market_value_nationality_2019,mv_difference_nat_vs_res_2019,market_value_residence_2020,market_value_nationality_2020,mv_difference_nat_vs_res_2020
11819,MALTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,5,5,0,9,9,0,26,26,0,102,102,0,170,170,0,13,13,86,149,63,163,197,34,227,276,49,220,241,22,240,257,17
12009,MONACO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12106,NETHERLANDS,1457,1481,24,1460,1502,42,3497,3560,63,4235,4491,256,5474,5814,340,3274,3727,453,4681,5188,507,6374,7105,731,7939,10342,2404,8147,10960,2813,7210,10107,2897,7215,11040,3825,4813,8314,3501,6710,12162,5451,4860,12627,7768,4799,9916,5117,2898,8014,5116,2575,8760,6186
12203,NORWAY,4,6,2,8,11,3,67,71,4,52,86,34,740,803,63,276,301,26,341,460,119,104,202,98,152,631,478,113,593,480,43,558,515,189,692,502,187,728,541,310,1454,1145,284,1524,1240,676,1728,1052,558,1716,1159,466,2041,1574
12319,PORTUGAL,24,26,2,9,13,4,6,8,2,3,18,15,5,42,37,5,29,24,3,27,24,4,34,30,1,72,71,3,59,56,3,59,56,3,179,176,3,187,184,8,86,78,8,126,118,8,114,106,6,95,89,51,205,154
12408,SAN MARINO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12505,SPAIN,82,91,9,209,235,26,285,303,18,701,814,113,1666,1847,181,1463,1644,181,1280,1472,191,1201,1388,188,1266,1931,665,1949,2707,758,2100,3109,1009,1587,2747,1160,1054,2607,1553,1469,2808,1339,2245,4676,2431,690,2919,2230,2919,5970,3051,1976,4408,2432
12602,SWEDEN,216,226,10,157,172,15,435,454,19,791,904,113,858,1004,146,297,461,164,351,604,253,533,954,421,1296,2393,1097,1211,2820,1609,538,2402,1865,892,3055,2163,560,3843,3283,978,3574,2596,1383,3511,2129,1508,4130,2622,1653,3709,2056,2505,5115,2610
12688,SWITZERLAND,178,189,11,13,27,14,93,120,27,111,294,183,399,628,229,910,1182,272,382,687,305,1103,1500,397,1098,2251,1153,1731,3451,1720,1454,3067,1612,1588,3597,2009,1509,3878,2369,1765,5136,3371,1090,4582,3492,1522,5118,3596,1730,5122,3392,1973,5905,3932
12807,TURKEY,15,27,12,27,41,14,49,56,7,37,70,33,5,65,59,13,55,42,13,83,70,83,197,114,106,332,226,53,526,474,3,242,239,32,309,277,24,240,216,152,346,195,495,907,412,195,329,134,129,349,220,166,406,239
13005,UNITED KINGDOM,6428,5757,-671,5500,4804,-696,7991,7671,-320,14051,12814,-1237,17462,15221,-2240,15674,13604,-2070,19083,17010,-2073,24948,22165,-2783,39806,39545,-261,62372,57907,-4464,53778,52419,-1359,47432,50680,3248,44879,51115,6236,51342,60598,9256,51082,59340,8258,54751,60741,5990,43504,49578,6074,67875,73031,5155
13006,GUERNSEY,16,12,-4,122,16,-106,102,4,-98,2452,635,-1817,1102,214,-888,1221,65,-1156,3467,764,-2704,4680,1017,-3662,4815,1021,-3794,10536,931,-9605,9608,37,-9571,12229,37,-12192,10035,37,-9998,13109,22,-13088,17014,22,-16992,12622,16,-12606,15789,148,-15641,21314,41,-21272
13007,JERSEY,46,46,0,137,79,-58,233,70,-163,372,33,-339,918,45,-873,994,94,-900,1708,104,-1605,1339,115,-1224,4345,45,-4300,5126,111,-5015,5709,84,-5624,7287,1154,-6134,6184,236,-5949,8234,175,-8059,9846,289,-9557,9322,299,-9023,9732,393,-9339,16917,1235,-15683
13008,ISLE OF MAN,0,0,0,0,0,0,1,1,0,0,2,2,3,4,1,70,72,2,21,24,3,309,313,4,263,267,4,290,300,10,74,86,11,18,35,17,39,53,14,46,63,17,74,99,25,25,27,2,47,72,25,47,56,9
13102,HOLY SEE (VATICAN CITY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13218,SERBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13471,KOSOVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625,MONTENEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14109,BOSNIA AND HERZEGOVINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14214,CROATIA,0,3,3,0,2,2,0,0,0,8,8,0,12,12,0,16,16,0,24,24,0,25,26,0,23,24,1,27,30,3,32,37,5,32,39,6,27,34,7,29,38,9,31,42,11,27,32,5,25,30,5,17,25,8
14338,SLOVENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,5,5,0,5,5,0,7,7,0,5,5,0,3,3,0,2,2,0,4,4,0,7,7
14419,MACEDONIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15105,ALBANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15202,BULGARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,18,18,0,15,15,0,31,31,0,40,40,0,27,28,1,0,2,2,21,22,2,0,3,3,0,3,3,0,1,1,0,1,1,0,3,3
15288,CZECH REPUBLIC,0,4,4,0,3,3,21,22,1,1,7,6,34,41,7,34,48,13,37,44,7,0,24,24,41,81,40,0,31,31,120,148,29,1,46,45,94,126,31,0,56,56,0,85,85,0,71,71,0,43,43,3,67,64
15318,SLOVAKIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,16,2,0,2,2,11,13,2,9,12,3,0,4,4,0,2,2,6,12,6,0,7,7
15407,ESTONIA,0,1,1,0,0,0,4,4,0,5,5,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,6,6
15504,HUNGARY,2,13,11,0,12,12,0,4,4,0,19,19,0,22,22,0,10,10,0,18,18,0,26,26,35,81,46,0,81,81,29,94,65,1,56,56,23,68,45,1,29,28,0,57,57,1,47,46,0,54,54,0,84,84
15601,LATVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,11,12,1,29,29,1,11,12,1,4,5,1,5,6,1,0,1,1
15709,LITHUANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,3,3,6,9,4,0,3,3,4,7,3,0,2,2,2,4,2,17,18,1,0,1,1,0,2,2
15768,POLAND,72,78,6,4,12,8,2,5,3,2,15,13,18,39,21,37,59,22,28,74,45,494,560,66,681,812,132,255,503,248,251,466,215,272,492,220,266,453,187,274,499,224,349,695,346,344,688,345,91,342,251,514,1128,615
15806,ROMANIA,1,1,0,0,0,0,6,6,0,0,0,0,0,0,0,3,5,1,3,5,2,3,5,2,4,16,11,6,23,17,13,37,25,7,33,26,9,33,24,4,37,33,17,56,39,1,30,29,0,170,170,0,97,97
16101,RUSSIA,504,528,24,442,462,20,652,668,16,936,1072,136,1262,1475,213,223,342,119,951,1161,211,1371,1745,374,1431,2108,677,1779,2871,1092,1730,2463,734,1314,1914,600,1552,2018,465,1666,2789,1123,1024,2153,1129,2093,2763,670,1973,3473,1500,1439,3149,1710
16209,BELARUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16306,MOLDOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16403,UKRAINE,0,0,0,12,12,0,12,12,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0,18,18,0,216,216,0,210,210,0,190,190,0,201,201,0,0,0,0,0,0,0,13,13,0,1,1,0
16519,ARMENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16527,AZERBAIJAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16535,GEORGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,633,633,0,0,0,0,0,0,0,0,0,0,0,0,0
16543,KAZAKHSTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,22,22,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16551,KYRGYZSTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16578,TAJIKISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16616,TURKMENISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16705,UZBEKISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29998,CANADA,7954,7971,17,1814,1831,17,2593,2612,19,4620,4775,155,2187,2411,225,1830,2109,279,2053,2414,361,2312,2822,510,5055,7376,2321,5781,8241,2460,6313,8556,2244,6246,10120,3874,5635,9724,4089,13077,20012,6935,12171,16863,4692,15988,21109,5120,15316,21588,6272,12981,19436,6455
30104,ARGENTINA,13,16,3,31,34,3,121,124,3,107,140,33,32,79,47,29,84,55,50,117,67,202,294,92,185,656,471,100,608,508,246,669,423,141,791,650,19,818,799,54,1075,1021,23,1143,1120,33,762,729,29,710,681,19,585,566
30155,BARBADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,2,2,0,2,2,0,2,2,0,1,1,0,4,4,0,6,6,0,2,2,0,2,2,0
30201,BOLIVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30228,ANGUILLA,0,0,0,2,2,0,2,2,0,3,3,0,3,3,0,3,3,0,1,1,0,0,0,0,182,182,0,0,0,0,0,0,0,5,5,0,0,0,0,873,873,0,635,635,0,231,231,0,0,0,0,0,0,0
30309,BRAZIL,13650,13733,83,15575,15650,75,20057,20104,47,22891,23199,308,60174,60698,523,29843,30350,507,68055,68726,672,71074,72008,934,41860,45249,3389,45793,49685,3892,29873,32964,3092,21082,25543,4461,11399,16590,5191,25224,31822,6598,24964,31873,6909,36584,42214,5631,48696,54327,5631,34409,39741,5331
30406,CHILE,4,8,4,8,11,3,7,9,2,67,77,10,854,858,5,298,313,15,387,398,11,374,397,23,467,537,70,702,849,147,444,538,94,339,461,121,331,413,82,478,578,99,388,476,87,313,370,58,1176,1226,49,658,724,66
30503,COLOMBIA,0,0,0,8,8,0,8,8,0,17,17,0,841,842,0,606,606,0,38,38,0,75,75,0,343,343,0,790,790,1,972,975,3,2554,2584,29,180,183,3,508,512,4,32,37,5,1229,1235,6,3179,3183,4,2157,2161,5
30589,COSTA RICA,5,5,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30708,CUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30805,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31003,ECUADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,55,55,0,48,48,0,43,43,0,42,42,0,48,48,0,46,46,0,45,45,0,0,0,0
31089,EL SALVADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31208,GUATEMALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31305,GUYANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31402,HAITI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31488,HONDURAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31607,JAMAICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
31704,MEXICO,29,75,46,36,78,42,107,126,19,194,297,103,128,255,127,117,262,145,122,292,170,101,369,269,1541,2426,885,2982,4167,1185,1010,1907,897,2851,4075,1224,499,1953,1454,446,1859,1413,2913,4895,1982,2742,4203,1461,300,2109,1809,1479,4310,2831
31801,NICARAGUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31887,PANAMA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,7,7,0,206,206,0,56,56,0,196,196,0,0,0,0,2,2,0,0,0,0,1,1,0
32107,PARAGUAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32204,PERU,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,7,7,0,0,0,0,22,22,0,27,27,0,53,52,2,31,30,0,25,25,1,1,0,0,32,32,3,40,37,3,26,23,181,181,0,28,28,0
32409,TRINIDAD AND TOBAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32603,URUGUAY,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32719,VENEZUELA,0,0,0,7,7,0,3,3,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35203,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35254,ARUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35319,"BAHAMAS, THE",0,0,0,101,101,0,14,14,0,41,41,0,132,134,2,103,104,2,381,384,2,43,47,4,2047,2061,14,2076,2093,17,3227,3249,22,5197,5226,30,3561,3589,28,3031,3067,37,795,809,13,719,719,0,1884,1885,0,149,149,1
35602,BERMUDA,769,658,-111,958,785,-173,2511,1934,-577,4229,3531,-698,4614,3725,-889,4046,2364,-1682,4166,3118,-1047,7551,2908,-4643,12927,4692,-8235,10272,4570,-5702,9485,4340,-5144,12749,5202,-7548,18119,11787,-6332,22107,14389,-7717,19133,13042,-6091,16043,12444,-3599,22870,13327,-9543,24103,13659,-10444
35718,BELIZE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35807,BRITISH VIRGIN ISLANDS,1,21,20,13,15,2,52,21,-31,638,203,-435,400,284,-116,884,332,-552,626,374,-252,1053,478,-575,5768,2494,-3274,7535,2655,-4879,8393,2402,-5990,11775,3933,-7842,12826,2006,-10820,15199,7707,-7492,11689,7719,-3970,10195,1283,-8911,11095,978,-10117,8517,1185,-7332
36137,CAYMAN ISLANDS,4555,3493,-1062,4779,4231,-548,6439,5718,-721,28204,19866,-8338,25339,11725,-13613,24681,8546,-16135,25683,8253,-17430,27325,4550,-22775,141068,8376,-132692,143409,5189,-138219,123689,5337,-118352,206688,13211,-193476,235912,6972,-228941,317984,15572,-302412,337837,6968,-330868,335617,6820,-328797,382895,8920,-373975,443322,7508,-435814
36161,"BONAIRE, SINT EUSTATIUS, & SABA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36188,CURACAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5459,6732,1273,5568,7632,2064,4698,7575,2878,4349,7550,3200,2330,5171,2841,182,3547,3365,222,2803,2581,283,4751,4468
