cntry_code,cntry_name,market_value_residence_2003,market_value_nationality_2003,mv_difference_nat_vs_res_2003,market_value_residence_2004,market_value_nationality_2004,mv_difference_nat_vs_res_2004,market_value_residence_2005,market_value_nationality_2005,mv_difference_nat_vs_res_2005,market_value_residence_2006,market_value_nationality_2006,mv_difference_nat_vs_res_2006,market_value_residence_2007,market_value_nationality_2007,mv_difference_nat_vs_res_2007,market_value_residence_2008,market_value_nationality_2008,mv_difference_nat_vs_res_2008,market_value_residence_2009,market_value_nationality_2009,mv_difference_nat_vs_res_2009,market_value_residence_2010,market_value_nationality_2010,mv_difference_nat_vs_res_2010,market_value_residence_2011,market_value_nationality_2011,mv_difference_nat_vs_res_2011,market_value_residence_2012,market_value_nationality_2012,mv_difference_nat_vs_res_2012,market_value_residence_2013,market_value_nationality_2013,mv_difference_nat_vs_res_2013,market_value_residence_2014,market_value_nationality_2014,mv_difference_nat_vs_res_2014,market_value_residence_2015,market_value_nationality_2015,mv_difference_nat_vs_res_2015,market_value_residence_2016,market_value_nationality_2016,mv_difference_nat_vs_res_2016,market_value_residence_2017,market_value_nationality_2017,mv_difference_nat_vs_res_2017,market_value_residence_2018,market_value_nationality_2018,mv_difference_nat_vs_res_2018,market_value_residence_2019,market_value_nationality_2019,mv_difference_nat_vs_res_2019,market_value_residence_2020,market_value_nationality_2020,mv_difference_nat_vs_res_2020
11002,GERMANY,97445,99055,1610,118413,120639,2226,151885,153589,1704,212380,215360,2980,317653,319435,1782,153503,155253,1749,184253,186764,2511,189167,191008,1841,157932,160191,2259,208046,210401,2355,279122,284490,5368,252637,256347,3711,264673,269349,4675,274280,279288,5008,375441,381584,6143,282105,289726,7621,353075,358103,5028,387896,390033,2137
11088,GIBRALTAR,1,6,5,64,64,0,211,78,-133,135,12,-123,95,4,-91,64,4,-60,97,4,-93,265,6,-260,466,30,-436,408,38,-370,462,61,-400,384,2,-381,245,10,-235,75,11,-64,198,13,-185,81,0,-81,77,0,-76,219,0,-219
11207,GREECE,3949,4025,76,6958,7145,187,9497,9911,414,14410,15729,1319,23669,28201,4532,7722,9441,1719,9508,12301,2793,5991,8940,2949,2846,4485,1639,3536,5226,1689,4736,8821,4085,6179,9414,3235,4774,6613,1839,4914,6133,1219,6569,8642,2073,4617,5475,858,7342,9130,1788,5956,7320,1364
11304,ICELAND,3,3,0,2,2,0,5,5,0,28,28,0,26,26,0,1,1,0,22,22,0,73,73,0,139,139,0,154,154,0,124,124,0,72,72,0,141,141,0,225,225,0,739,739,0,439,439,0,828,828,0,1003,1003,0
11401,IRELAND,20590,18796,-1794,29911,27536,-2375,28177,25724,-2453,41407,38201,-3206,36759,34125,-2633,14296,12921,-1375,69452,15757,-53695,92459,14999,-77460,86316,18706,-67610,123144,25889,-97255,209089,30567,-178522,311228,31160,-280068,391445,33726,-357719,353766,29373,-324393,385428,41327,-344101,386356,32975,-353381,522587,41804,-480783,563275,52494,-510781
11509,ITALY,38874,39293,419,57385,57956,571,63775,65204,1429,92401,95359,2958,96466,101125,4659,46785,48661,1876,59102,62842,3741,50941,56224,5284,39900,43288,3389,53643,57056,3412,74472,81550,7078,63482,72079,8596,71830,82281,10451,64162,79891,15729,95567,120904,25337,75601,94834,19234,97456,122418,24962,94989,128387,33398
11606,LIECHTENSTEIN,19,19,0,35,21,-14,64,31,-33,240,96,-144,253,186,-67,183,183,0,206,2,-204,299,299,0,103,103,0,70,70,0,92,92,0,78,78,0,57,57,0,59,59,0,57,57,0,58,58,0,58,58,0,62,62,0
11703,LUXEMBOURG,4083,1235,-2848,5669,2468,-3201,7995,3341,-4654,11603,2392,-9211,30332,5323,-25009,10367,1566,-8801,23858,3953,-19905,25797,3853,-21944,19007,3794,-15213,20538,6139,-14399,31046,9333,-21713,24546,3342,-21204,17428,2638,-14790,24976,2695,-22281,33384,4365,-29020,39401,10605,-28797,41351,5489,-35861,66392,7814,-58578
11819,MALTA,0,0,0,0,0,0,0,0,0,82,0,-82,50,0,-50,13,1,-13,13,0,-13,1,1,0,39,4,-35,60,0,-60,157,2,-156,402,21,-381,800,41,-759,523,4,-519,632,47,-585,701,87,-614,371,48,-323,921,44,-877
12009,MONACO,3,3,0,8,8,0,9,9,0,10,10,0,16,16,0,13,13,0,12,12,0,27,27,0,9,9,0,5,5,0,12,12,0,10,10,0,11,11,0,9,9,0,19,19,0,14,14,0,30,40,9,10,43,33
12106,NETHERLANDS,113611,109538,-4073,134844,128332,-6512,129196,117613,-11583,157133,137449,-19684,146914,128276,-18638,71929,63226,-8703,102615,90858,-11757,112942,89003,-23939,110666,84954,-25712,137187,102315,-34872,216292,136066,-80226,218092,144427,-73665,243634,149246,-94388,254160,165379,-88781,338653,223172,-115480,263809,176735,-87074,366244,258860,-107383,419162,327342,-91820
12203,NORWAY,11966,12180,214,18144,19105,961,21956,24434,2478,32039,36487,4448,45191,52594,7403,13134,16334,3200,22501,27429,4928,22861,33419,10557,21058,31086,10027,24275,35510,11234,28515,42919,14404,24840,31208,6368,22076,25396,3320,26662,29990,3328,35213,37863,2650,32100,34458,2358,35121,38544,3424,36558,39516,2959
12319,PORTUGAL,3925,4433,508,5496,5496,0,5317,5317,0,5978,5978,0,6104,6104,0,3375,3375,0,5236,5198,-38,5357,5357,0,3565,3565,0,4524,4656,133,7419,8046,627,6424,6426,2,7476,7476,0,7518,7518,0,8934,8934,0,6223,6227,3,8906,8909,3,9048,9052,4
12408,SAN MARINO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12505,SPAIN,43702,43700,-2,62788,62746,-42,63229,63199,-30,84758,84732,-26,104915,104861,-54,61761,61751,-10,86044,85936,-108,64215,64202,-13,52119,52192,73,61327,61258,-69,89717,89686,-31,90315,91280,965,88748,89775,1027,90093,89994,-100,122744,123943,1199,103296,103105,-190,109956,109430,-526,109725,88541,-21184
12602,SWEDEN,27283,27501,218,38114,38536,422,40090,40919,829,58630,60473,1843,56516,61099,4583,29990,31566,1576,43391,46166,2775,62558,66554,3995,52365,56080,3714,64978,67313,2335,86560,88988,2428,84250,88766,4516,85658,90637,4978,84206,86112,1906,104936,108090,3154,88386,101819,13432,108120,125056,16936,151656,181692,30036
12688,SWITZERLAND,117499,115515,-1984,138115,138139,24,191652,191272,-380,262470,264656,2186,280303,282074,1771,213211,194128,-19082,297281,234308,-62973,317918,244700,-73217,276159,218109,-58050,321521,260918,-60603,427317,338710,-88606,407223,354379,-52844,404639,352442,-52197,404632,324832,-79801,476103,386072,-90032,425914,347750,-78163,549751,452871,-96880,587227,502531,-84696
12807,TURKEY,3766,3770,4,5528,5547,19,11072,11092,20,11143,11168,25,19654,19652,-2,9881,9881,0,21226,21226,0,30322,30322,0,17004,17004,0,30421,30421,0,21510,21510,0,26809,26809,0,16868,16868,0,15314,15314,0,22046,22046,0,12612,12612,0,13854,13854,0,11295,11295,0
13005,UNITED KINGDOM,412718,408568,-4150,447669,445459,-2210,527951,531978,4027,657230,665004,7774,683316,696783,13467,352765,364822,12057,526907,545353,18446,586109,605033,18924,585114,606537,21423,683506,695795,12289,897620,888326,-9294,840202,847509,7307,823015,814759,-8256,799580,792319,-7261,1019448,1005569,-13879,857266,835884,-21382,937464,905633,-31831,814368,811788,-2581
13006,GUERNSEY,4185,538,-3647,4993,670,-4323,5400,735,-4665,8886,775,-8111,9525,1203,-8323,3778,395,-3383,5627,173,-5454,5621,135,-5486,5437,192,-5244,7461,1740,-5721,10304,3616,-6688,10843,3256,-7588,8105,1542,-6563,7728,1001,-6727,14077,4146,-9932,11330,3132,-8198,10019,1394,-8625,9281,1788,-7493
13007,JERSEY,789,631,-158,279,234,-45,592,370,-222,2463,685,-1778,4391,1654,-2737,9571,1880,-7691,17663,200,-17463,19110,773,-18336,25829,610,-25218,31521,1495,-30026,56607,1929,-54679,72001,3448,-68553,71410,2337,-69073,75200,567,-74633,94271,3089,-91183,72286,3083,-69202,83956,3885,-80071,106718,5995,-100723
13008,ISLE OF MAN,0,0,0,0,0,0,35,35,0,541,158,-383,1139,575,-564,275,101,-174,1058,87,-971,1691,200,-1491,1465,262,-1203,1446,192,-1254,2142,222,-1920,1859,98,-1761,2464,285,-2179,3140,432,-2708,4764,877,-3886,2112,121,-1991,3459,339,-3120,5044,98,-4946
13102,HOLY SEE (VATICAN CITY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13218,SERBIA,0,0,0,0,0,0,7,7,0,105,105,0,201,201,0,2,2,0,6,6,0,12,12,0,28,28,0,16,16,0,11,11,0,13,13,0,5,5,0,7,7,0,11,11,0,11,11,0,16,16,0,14,14,0
13471,KOSOVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625,MONTENEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14109,BOSNIA AND HERZEGOVINA,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14214,CROATIA,270,270,0,234,234,0,189,189,0,66,66,0,152,152,0,46,46,0,61,61,0,83,83,0,70,70,0,78,78,0,97,97,0,125,125,0,92,92,0,101,101,0,97,88,-9,71,64,-6,59,53,-7,30,28,-3
14338,SLOVENIA,13,13,0,1,1,0,48,48,0,116,116,0,317,317,0,133,133,0,182,182,0,191,191,0,169,169,0,161,161,0,234,234,0,217,217,0,185,185,0,135,135,0,139,139,0,281,281,0,320,320,0,284,284,0
14419,MACEDONIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15105,ALBANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15202,BULGARIA,5,5,0,6,6,0,78,78,0,90,90,0,381,395,15,155,155,0,103,103,0,120,120,0,80,80,0,42,42,0,16,16,0,13,13,0,9,9,0,7,7,0,34,34,0,12,12,0,12,12,0,10,10,0
15288,CZECH REPUBLIC,1248,1425,177,1842,3095,1253,1705,4183,2478,3043,4593,1550,5121,7839,2718,3648,4214,566,4530,4996,466,4553,4839,286,3721,3859,138,3506,3838,332,2564,3170,606,2247,2896,649,1715,2522,807,1962,2075,113,2558,2786,229,2176,2340,164,2100,2323,223,1612,1620,8
15318,SLOVAKIA,14,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15407,ESTONIA,138,138,0,303,303,0,58,58,0,57,57,0,127,127,0,52,52,0,54,54,0,72,72,0,68,68,0,100,100,0,102,102,0,71,71,0,83,83,0,79,79,0,108,108,0,88,88,0,70,70,0,46,46,0
15504,HUNGARY,2410,2410,0,4502,4502,0,4880,4880,0,7617,7617,0,7307,7307,0,2698,2698,0,4429,4429,0,3444,3444,0,2148,2148,0,2554,2554,0,2749,2749,0,2086,2086,0,2948,3266,318,3908,4476,568,5630,7341,1711,4961,6090,1128,6124,7805,1681,5267,7717,2450
15601,LATVIA,0,0,0,4,4,0,10,10,0,13,13,0,18,18,0,3,3,0,10,10,0,13,13,0,6,6,0,6,6,0,23,23,0,6,6,0,5,5,0,2,2,0,2,2,0,2,2,0,3,3,0,0,0,0
15709,LITHUANIA,3,3,0,3,3,0,20,20,0,9,9,0,29,29,0,12,12,0,21,21,0,18,18,0,11,11,0,11,11,0,17,17,0,18,18,0,17,17,0,19,19,0,25,25,0,19,19,0,19,19,0,21,21,0
15768,POLAND,1595,1595,0,3067,3065,-2,4560,4557,-3,7381,7394,13,9060,9128,69,4346,4336,-10,5215,5297,82,8262,8388,126,6402,6621,219,9952,10214,263,10531,10656,125,9813,9813,0,7835,8030,195,8782,8782,0,13276,13276,0,10555,10723,169,9134,9523,390,8680,11371,2691
15806,ROMANIA,23,23,0,119,119,0,205,205,0,329,329,0,551,551,0,143,143,0,172,172,0,188,188,0,708,708,0,927,927,0,928,928,0,1292,1292,0,705,705,0,687,687,0,683,683,0,599,599,0,732,732,0,522,522,0
16101,RUSSIA,12736,12738,2,10321,10325,4,17964,17962,-2,39334,39325,-9,73096,73424,327,19470,19474,4,44387,44433,46,54178,56458,2281,41425,44989,3564,52894,57460,4566,55438,65530,10092,29585,34243,4658,30456,34229,3773,49764,54406,4642,54624,61156,6532,45151,47336,2185,64846,66074,1228,55896,56898,1002
16209,BELARUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,-372,0,0,0,0,0,0,0,0,0
16306,MOLDOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16403,UKRAINE,17,17,0,13,13,0,38,38,0,209,209,0,633,633,0,100,100,0,109,109,0,149,149,0,48,48,0,19,19,0,19,19,0,37,190,153,4,38,34,2,136,133,3,247,245,4,209,205,3,213,211,2,193,191
16519,ARMENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16527,AZERBAIJAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16535,GEORGIA,0,0,0,0,0,0,0,0,0,27,27,0,148,148,0,21,21,0,30,30,0,81,81,0,45,45,0,0,4,3,0,292,292,87,368,281,44,274,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16543,KAZAKHSTAN,0,0,0,0,0,0,6,6,0,953,953,0,812,812,0,232,232,0,1008,1008,0,696,696,0,384,384,0,606,606,0,579,579,0,529,529,0,227,227,0,169,169,0,280,280,0,202,202,0,337,337,0,1023,1023,0
16551,KYRGYZSTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16578,TAJIKISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16616,TURKMENISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16705,UZBEKISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29998,CANADA,138282,135959,-2323,176212,172976,-3236,240050,233273,-6777,290169,282850,-7319,343634,333747,-9887,163449,158728,-4720,273656,267029,-6626,385656,378411,-7245,341480,333900,-7581,370601,363726,-6876,387000,376140,-10860,398241,391893,-6348,310285,307801,-2483,397664,383516,-14149,492668,476121,-16547,443497,432647,-10850,562623,548082,-14541,650953,635856,-15097
30104,ARGENTINA,793,836,43,1130,1126,-4,1024,985,-39,1737,1669,-68,1890,1890,0,690,687,-3,1118,1111,-7,2397,2396,-2,2727,2845,118,1510,1630,120,2698,2857,159,3399,3765,366,2595,2787,192,3241,3760,519,9229,10566,1337,4190,6841,2651,2972,6595,3623,1741,8496,6755
30155,BARBADOS,2,2,0,10,10,0,0,0,0,25,25,0,56,56,0,39,39,0,61,61,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30201,BOLIVIA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,17,17,0,17,17,0,17,17,0,17,17,0
30228,ANGUILLA,0,0,0,0,0,0,0,0,0,1,1,0,12,12,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,661,661,0,0,0,0,0,0,0,1,1,0,2,2,0,2,2,0,0,0,0,1,1,0
30309,BRAZIL,18131,18068,-63,27523,27525,2,48477,48471,-6,68989,68969,-20,110704,111715,1011,40635,40904,268,106448,106960,512,120098,120829,730,111628,112417,789,102972,103887,915,97550,98164,614,88015,88276,261,54191,54109,-81,80798,81220,422,119149,119167,18,98988,105916,6929,112182,124283,12100,103347,126760,23413
30406,CHILE,2052,2055,3,2518,2559,41,3481,3514,33,4357,4370,13,4342,4397,54,3970,3999,29,8228,8345,117,12376,12463,88,10500,10500,0,13342,13345,3,11893,11903,10,11118,11301,183,8671,8757,86,10721,10876,155,15680,16054,374,12249,12793,545,9770,10548,778,8795,9207,411
30503,COLOMBIA,133,133,0,262,262,0,745,745,0,714,714,0,351,351,0,318,318,0,1635,1635,0,3444,3436,-8,4209,4191,-18,6616,6779,163,4776,5062,286,3797,4042,245,4268,4362,93,5045,5144,100,6838,6846,7,3342,3406,63,3113,3186,73,2220,2227,7
30589,COSTA RICA,0,0,0,1,1,0,20,20,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,3,3,0,4,4,0,18,18,0,26,26,0,12,12,0,7,7,0,11,11,0,8,8,0,7,7,0,2,2,0
30708,CUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30805,DOMINICAN REPUBLIC,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,11,0,11,11,0,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31003,ECUADOR,5,5,0,25,25,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31089,EL SALVADOR,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31208,GUATEMALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31305,GUYANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31402,HAITI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31488,HONDURAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31607,JAMAICA,1,1,0,2,1,-1,2,0,-2,2,1,-1,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
31704,MEXICO,28192,28190,-2,37464,37461,-3,57533,57531,-2,82010,82003,-7,85269,85269,0,44701,44701,0,62785,62785,0,73957,73957,0,57704,57704,0,73257,73257,0,69308,69308,0,62928,62928,0,52534,53325,791,50085,51475,1390,63995,65064,1069,57898,57898,1,56824,56830,6,56050,56058,8
31801,NICARAGUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31887,PANAMA,14822,805,-14017,19450,1054,-18396,20998,1727,-19271,21340,792,-20548,25285,491,-24794,2306,572,-1734,17330,932,-16398,21751,1362,-20389,16210,1525,-14685,18053,2439,-15614,21888,4178,-17710,19757,3348,-16409,19821,1838,-17983,21273,2808,-18464,25578,3645,-21932,17585,3,-17582,20298,480,-19818,14592,538,-14054
32107,PARAGUAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,5,5,0,20,20,0,0,0,0,0,0,0,51,51,0,50,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32204,PERU,1087,1142,55,666,813,147,870,1046,176,925,1461,536,1678,2973,1296,1292,2082,791,2213,3412,1200,3459,5816,2357,3148,5463,2315,3394,6820,3426,1937,5223,3287,1656,5641,3986,858,3468,2609,1746,5973,4227,2437,8606,6170,3345,10503,7158,2508,8935,6427,2702,8062,5360
32409,TRINIDAD AND TOBAGO,0,0,0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,4,4,0,2,2,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32603,URUGUAY,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,0,0,25,25,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32719,VENEZUELA,405,405,0,630,630,0,481,481,0,940,940,0,416,416,0,208,208,0,138,138,0,92,92,0,61,61,0,47,47,0,71,71,0,59,59,0,234,234,0,6,6,0,74,74,0,37,37,0,0,0,0,0,0,0
35203,ANTIGUA AND BARBUDA,1,1,0,12,7,-5,32,17,-15,33,19,-14,127,51,-76,29,0,-28,114,5,-109,112,1,-111,44,0,-44,66,4,-62,134,0,-134,0,0,0,147,0,-147,143,143,0,149,149,0,118,0,-118,104,0,-104,19,0,-19
35254,ARUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
