cntry_code,cntry_name,market_value_residence_2003,market_value_nationality_2003,mv_difference_nat_vs_res_2003,market_value_residence_2004,market_value_nationality_2004,mv_difference_nat_vs_res_2004,market_value_residence_2005,market_value_nationality_2005,mv_difference_nat_vs_res_2005,market_value_residence_2006,market_value_nationality_2006,mv_difference_nat_vs_res_2006,market_value_residence_2007,market_value_nationality_2007,mv_difference_nat_vs_res_2007,market_value_residence_2008,market_value_nationality_2008,mv_difference_nat_vs_res_2008,market_value_residence_2009,market_value_nationality_2009,mv_difference_nat_vs_res_2009,market_value_residence_2010,market_value_nationality_2010,mv_difference_nat_vs_res_2010,market_value_residence_2011,market_value_nationality_2011,mv_difference_nat_vs_res_2011,market_value_residence_2012,market_value_nationality_2012,mv_difference_nat_vs_res_2012,market_value_residence_2013,market_value_nationality_2013,mv_difference_nat_vs_res_2013,market_value_residence_2014,market_value_nationality_2014,mv_difference_nat_vs_res_2014,market_value_residence_2015,market_value_nationality_2015,mv_difference_nat_vs_res_2015,market_value_residence_2016,market_value_nationality_2016,mv_difference_nat_vs_res_2016,market_value_residence_2017,market_value_nationality_2017,mv_difference_nat_vs_res_2017,market_value_residence_2018,market_value_nationality_2018,mv_difference_nat_vs_res_2018,market_value_residence_2019,market_value_nationality_2019,mv_difference_nat_vs_res_2019,market_value_residence_2020,market_value_nationality_2020,mv_difference_nat_vs_res_2020
11002,GERMANY,51,722,671,62,841,779,216,1573,1357,308,2424,2116,320,4609,4288,406,2990,2584,342,3268,2926,286,2904,2619,503,11810,11307,863,12613,11750,1039,10889,9850,3302,16105,12803,2090,18013,15923,1692,20891,19199,1557,11331,9775,904,14770,13866,1232,11893,10661,1764,14473,12709
11088,GIBRALTAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11207,GREECE,7,32,25,8,36,28,0,45,45,2,77,75,32,210,178,18,100,82,37,139,102,28,90,61,8,356,348,33,474,440,110,489,380,393,866,473,346,827,481,326,917,591,1,605,603,10,493,483,73,1167,1093,86,287,201
11304,ICELAND,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,29,29,0,28,28,0,30,30,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0
11401,IRELAND,1570,134,-1436,1908,181,-1727,4806,257,-4549,6170,511,-5659,11480,995,-10485,7631,629,-7003,9008,778,-8230,7954,718,-7235,27206,3604,-23602,12646,4858,-7788,12223,4292,-7930,18451,6251,-12200,24229,5122,-19107,30370,6548,-23822,30564,7217,-23347,31074,8453,-22621,35183,7421,-27761,40872,12122,-28750
11509,ITALY,61,393,332,8,393,385,3,794,791,7,1126,1119,6,2071,2066,46,1427,1381,53,1720,1666,65,1316,1252,117,4761,4644,65,4340,4275,275,4242,3967,144,5627,5484,290,4673,4382,311,6956,6645,714,9571,8856,503,8569,8066,475,17290,16814,382,12877,12495
11606,LIECHTENSTEIN,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,3,0
11703,LUXEMBOURG,1784,33,-1751,1724,32,-1692,2909,54,-2855,3441,63,-3378,9003,166,-8837,4542,84,-4459,6343,122,-6221,5092,104,-4988,7242,155,-7087,8205,221,-7984,7479,220,-7259,10262,328,-9935,14187,479,-13708,15691,529,-15162,15673,551,-15122,18910,937,-17973,18438,1131,-17307,28899,1861,-27038
11819,MALTA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,3,0,3,3,0,10,10,0,19,19,0,66,66,1,176,174,16,31,14,19,57,39,19,35,15,18,46,28,34,43,9,90,102,12
12009,MONACO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12106,NETHERLANDS,724,965,241,163,491,328,77,626,549,125,1021,896,1589,3308,1719,1368,2498,1130,1506,2964,1458,1141,2596,1455,856,6707,5851,6302,12447,6146,6959,12186,5226,7427,14787,7360,1415,8087,6672,1696,10819,9124,1157,11826,10669,1378,9289,7911,1395,8782,7386,1482,9726,8244
12203,NORWAY,2,22,20,1,20,19,0,41,41,5,71,66,452,629,177,16,94,77,20,157,138,43,165,122,57,935,879,32,620,589,126,598,472,19,672,653,34,722,688,99,1188,1089,56,818,761,109,1134,1024,195,1213,1018,156,1363,1207
12319,PORTUGAL,0,18,18,0,22,22,0,62,62,1,185,184,0,395,395,2,312,310,3,357,354,1,256,255,2,862,860,2,371,369,0,88,88,0,177,177,0,222,222,2,144,143,1,124,123,0,154,154,1,148,147,2,191,189
12408,SAN MARINO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12505,SPAIN,17,159,142,6,183,177,0,363,363,141,693,552,67,1132,1065,75,730,655,117,928,811,94,620,526,65,1904,1839,74,1762,1687,117,1836,1719,600,2984,2384,206,3136,2930,319,2739,2419,215,3377,3162,393,3599,3206,2237,6398,4161,1702,4942,3240
12602,SWEDEN,30,128,98,14,139,125,4,222,218,11,395,384,19,784,765,33,455,422,238,832,593,130,769,640,202,2494,2292,165,3209,3044,445,2968,2523,73,3547,3474,106,5497,5391,250,3957,3706,513,2651,2138,320,3760,3440,400,2759,2359,510,3276,2766
12688,SWITZERLAND,233,328,95,59,175,116,67,302,235,38,427,389,65,898,833,161,680,519,607,1239,632,355,972,617,486,2646,2160,704,3135,2430,962,3229,2268,465,3666,3201,984,4662,3678,869,5289,4420,223,3290,3067,180,4261,4081,420,4443,4023,390,4566,4176
12807,TURKEY,0,26,26,6,45,39,2,31,29,1,34,33,46,189,143,13,75,62,63,182,119,173,314,141,177,456,279,314,662,348,427,618,191,568,856,288,422,658,236,537,777,240,31,324,292,51,242,191,38,234,195,27,203,176
13005,UNITED KINGDOM,1528,1381,-147,2750,1937,-813,1950,3281,1331,2696,5407,2711,14151,15622,1471,8423,9246,823,15680,15296,-384,15371,14588,-783,16999,33573,16574,23352,39207,15855,26739,37290,10551,34542,50515,15973,28705,49342,20637,27340,54268,26928,20577,45837,25260,14871,41530,26659,32581,51060,18479,36917,63499,26582
13006,GUERNSEY,434,0,-434,283,0,-283,295,0,-295,377,0,-377,2601,0,-2601,623,0,-622,1844,0,-1844,1510,0,-1510,3173,0,-3173,5287,0,-5287,5156,0,-5156,10247,0,-10247,8956,0,-8956,8338,0,-8338,5937,0,-5937,8629,0,-8629,9669,0,-9669,11692,0,-11692
13007,JERSEY,32,0,-32,20,0,-20,0,0,0,13,0,-13,106,0,-106,293,0,-293,413,0,-413,397,0,-397,6093,0,-6093,2636,0,-2635,3032,0,-3032,2368,0,-2368,2665,0,-2665,3510,0,-3510,3506,0,-3506,3200,0,-3200,2235,0,-2235,2566,0,-2566
13008,ISLE OF MAN,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,1,1,34,36,3,84,86,2,156,160,4,95,102,7,101,108,7,260,278,18,129,144,15,27,40,13,10,20,10,29,31,2,29,47,18,26,32,6
13102,HOLY SEE (VATICAN CITY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13218,SERBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13471,KOSOVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625,MONTENEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14109,BOSNIA AND HERZEGOVINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14214,CROATIA,0,5,5,0,4,4,0,1,1,0,1,1,0,2,2,0,1,1,3,5,2,2,4,2,2,5,3,3,9,7,1,7,6,0,9,8,0,12,12,57,69,12,115,122,8,26,33,7,27,31,5,21,28,7
14338,SLOVENIA,0,0,0,0,0,0,0,1,1,0,1,1,1,3,2,0,1,1,0,2,2,0,1,1,0,1,1,0,3,3,0,6,6,0,7,7,0,11,11,0,6,6,0,2,2,0,3,3,0,3,3,0,6,6
14419,MACEDONIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15105,ALBANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15202,BULGARIA,0,0,0,0,0,0,0,0,0,5,5,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,51,1,1,3,3,0,3,3,1,5,4,1,3,2,1,2,1,5,7,1,0,3,2
15288,CZECH REPUBLIC,0,9,9,0,10,10,0,8,8,0,9,9,1,29,28,0,19,19,0,13,13,0,19,19,0,45,45,0,27,27,0,22,22,0,37,37,0,29,29,0,40,40,0,43,43,0,60,60,0,34,34,0,48,48
15318,SLOVAKIA,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,1,1,0,1,1,0,1,1,0,1,1,0,2,2,0,2,2,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,5,5,0,6,6
15407,ESTONIA,0,1,1,0,0,0,0,0,0,1,2,1,3,5,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,16,18,1,1,2,1,0,1,1,69,70,1,1,1,1,0,1,1,0,5,5
15504,HUNGARY,1,22,21,0,32,32,0,15,15,1,20,19,2,65,62,1,23,22,2,40,39,2,38,36,2,55,53,2,78,76,0,60,60,0,65,65,42,98,57,53,88,34,33,69,36,2,54,52,5,48,43,5,66,61
15601,LATVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,2,2,0,2,2,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
15709,LITHUANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,3,3,0,5,5,0,7,7,0,5,5,0,4,4,0,5,5,0,3,3,0,2,2,0,2,2,0,1,1,0,2,2
15768,POLAND,4,23,19,1,28,27,0,36,36,1,45,44,1,108,108,0,67,67,0,96,96,0,102,102,0,235,235,2,237,235,83,274,191,22,251,228,22,239,217,51,279,227,52,300,248,11,294,283,14,235,221,78,537,459
15806,ROMANIA,0,1,1,1,2,1,39,40,1,42,43,1,60,64,4,4,6,2,10,13,3,12,14,3,3,23,20,0,18,18,9,30,21,7,31,24,259,285,25,242,271,29,145,167,23,100,128,28,134,256,122,67,126,59
16101,RUSSIA,19,76,57,12,84,72,16,108,92,22,176,154,28,527,499,71,255,185,17,370,353,4,439,435,2,978,976,45,1263,1218,130,1140,1010,70,1180,1110,43,946,903,140,1989,1849,55,1644,1589,40,1054,1015,23,2229,2206,19,2309,2289
16209,BELARUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16306,MOLDOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16403,UKRAINE,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,15,15,0,1,1,0,0,0,0,1,1,0,227,227,0,27,27,0,12,12,0,1,1,0,11,11,0,9,9,0,0,0,0,8,8,0,10,10,0
16519,ARMENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16527,AZERBAIJAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16535,GEORGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,0,45,45,0,46,46,0
16543,KAZAKHSTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16551,KYRGYZSTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16578,TAJIKISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16616,TURKMENISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16705,UZBEKISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29998,CANADA,3030,3159,129,2372,2558,186,5181,5509,328,3348,3976,628,33144,34211,1067,14897,15593,697,19369,20409,1041,20663,21606,943,12000,17061,5061,13856,19546,5689,11852,16676,4824,12474,20285,7810,9475,17110,7635,11637,23567,11930,7487,14814,7327,8131,17089,8957,14763,24198,9435,19526,29152,9627
30104,ARGENTINA,40,58,18,0,32,32,0,52,52,0,116,116,0,182,182,0,123,123,0,148,148,0,163,163,9,929,920,0,1120,1120,1,978,977,1,1308,1307,8,1422,1414,0,1639,1639,2,1710,1708,2,1091,1089,12,988,976,2,793,790
30155,BARBADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,15,15,0,14,14,0,14,14,0,0,0,0,5,5,0,3,3,0,69,69,0,0,0,0,0,0,0,0,0,0
30201,BOLIVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30228,ANGUILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,219,0,0,0,0,0,0,0,295,295,0,215,215,0,233,233,0,1498,1498,0,445,445,0,0,0,0,0,0,0
30309,BRAZIL,0,225,225,5,346,341,27,420,393,165,940,775,1720,3292,1571,1592,2558,967,5822,7212,1390,2727,4234,1507,1162,7457,6295,1250,8759,7510,1342,7622,6280,282,8761,8479,462,9331,8868,2043,12389,10346,3774,13671,9898,3640,11702,8062,7651,15356,7704,6665,13992,7327
30406,CHILE,45,51,6,37,43,6,31,34,3,23,46,23,9,40,31,2,25,23,7,23,16,6,30,24,3,70,67,6,115,109,76,164,88,52,254,202,37,148,111,31,152,122,31,116,85,28,87,60,2,74,71,0,89,88
30503,COLOMBIA,0,0,0,0,0,0,0,4,4,0,3,3,0,8,8,0,1,1,0,2,2,0,2,2,1,9,9,0,6,6,156,162,6,14,64,51,14,46,32,18,67,48,16,65,49,2,53,50,10,67,56,8,66,58
30589,COSTA RICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30708,CUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30805,DOMINICAN REPUBLIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31003,ECUADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31089,EL SALVADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31208,GUATEMALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31305,GUYANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31402,HAITI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31488,HONDURAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31607,JAMAICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31704,MEXICO,309,406,97,16,155,139,235,353,118,2415,2623,208,21,437,416,1203,1468,264,2154,2506,352,2556,2977,421,178,1826,1648,596,2732,2136,888,2531,1644,1090,3393,2302,3450,6002,2553,2264,4527,2263,151,2925,2774,601,2786,2185,9350,11885,2535,6669,10607,3938
31801,NICARAGUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31887,PANAMA,0,1,1,0,0,0,0,0,0,0,0,0,11,11,0,9412,9412,0,9,9,0,91,91,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,76,76,0,28,28,0,27,27,0,0,0,0,0,0,0
32107,PARAGUAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32204,PERU,0,1,1,0,2,2,0,0,0,0,0,0,1,1,0,0,7,7,5,5,0,0,22,22,14,30,15,24,49,25,35,54,19,37,61,23,41,41,0,125,147,22,63,80,18,1,9,8,52,52,0,49,49,0
32409,TRINIDAD AND TOBAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32603,URUGUAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,39,39,0,34,34,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
32719,VENEZUELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35203,ANTIGUA AND BARBUDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35254,ARUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35319,"BAHAMAS, THE",33,33,0,45,45,0,63,63,0,126,126,0,124,124,0,45,45,1,459,459,1,84,85,1,553,575,22,911,921,10,607,621,13,966,978,13,2182,2196,15,2022,2041,19,4465,4471,6,2974,2974,0,2637,2637,0,553,553,0
35602,BERMUDA,255,0,-255,1159,0,-1159,1325,0,-1325,3027,0,-3027,3714,0,-3714,2327,0,-2327,3038,0,-3038,3021,0,-3021,11177,0,-11177,10148,0,-10148,9872,0,-9872,15130,0,-15130,14364,0,-14364,19958,0,-19958,15033,0,-15033,15785,0,-15785,18242,0,-18242,19946,0,-19946
35718,BELIZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35807,BRITISH VIRGIN ISLANDS,679,0,-679,600,0,-600,1108,0,-1108,3843,0,-3843,6493,0,-6493,3450,0,-3450,4157,0,-4157,5589,0,-5589,30238,0,-30238,34403,0,-34403,19754,0,-19754,29366,0,-29366,24716,0,-24716,28714,0,-28714,26280,0,-26280,25217,0,-25217,25359,0,-25359,24949,0,-24949
36137,CAYMAN ISLANDS,5070,22,-5048,8501,21,-8480,14158,36,-14122,31123,42,-31081,47745,111,-47634,34588,56,-34532,38158,91,-38067,41030,76,-40954,253204,104,-253100,310431,138,-310294,276644,143,-276501,372986,208,-372778,393297,297,-393000,464286,330,-463956,477619,427,-477192,468579,498,-468080,509757,599,-509158,611088,1233,-609854
36161,"BONAIRE, SINT EUSTATIUS, & SABA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36188,CURACAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,0,452,452,0,290,290,0,261,261,0,129,129,0,119,119,0,27,27,0,1,1,0
36196,SINT MAARTEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
